Brand,Model,Body_Type,Variant_Tier,Year,Engine_Size,Battery_kWh,Fuel_Type,Transmission,Mileage,Seats,Owner_Count,Price
Hyundai,Aura,Sedan,Mid,2022,1.2,0.0,Petrol,AMT,32290,5,1,590000
Toyota,Glanza,Hatchback,Base,2019,1.2,0.0,Petrol,Manual,85827,5,1,325000
Renault,Triber,MPV,Top,2023,1.0,0.0,Petrol,AMT,12914,7,2,685000
Renault,Kwid,Hatchback,Mid,2020,1.0,0.0,Petrol,AMT,66980,5,1,380000
Maruti Suzuki,Celerio,Hatchback,Mid,2020,1.0,0.0,Petrol,AMT,56709,5,1,370000
Maruti Suzuki,Baleno,Hatchback,Mid,2025,1.2,0.0,Petrol,Manual,9397,5,1,890000
Maruti Suzuki,Ertiga,MPV,Top,2020,1.5,0.0,CNG,Manual,73606,7,1,670000
Maruti Suzuki,Ertiga,MPV,Base,2025,1.5,0.0,Petrol,Manual,13763,7,2,795000
Mahindra,Thar,SUV,Mid,2022,2.0,0.0,Petrol,Automatic,62819,4,1,1325000
Hyundai,Venue,SUV,Top,2020,1.2,0.0,Petrol,Manual,74429,5,1,695000
Maruti Suzuki,Celerio,Hatchback,Top,2023,1.0,0.0,Petrol,AMT,27547,5,1,560000
Hyundai,Creta,SUV,Mid,2017,1.6,0.0,Petrol,Manual,125347,5,3,405000
Toyota,Innova Crysta,MPV,Base,2017,2.4,0.0,Diesel,Automatic,235751,7,3,675000
Maruti Suzuki,Swift,Hatchback,Base,2021,1.2,0.0,Petrol,Manual,57545,5,2,440000
Volkswagen,Taigun,SUV,Top,2021,1.5,0.0,Petrol,DCT,56532,5,2,1330000
Maruti Suzuki,Celerio,Hatchback,Top,2025,1.0,0.0,Petrol,AMT,6840,5,1,705000
MG,Astor,SUV,Base,2021,1.5,0.0,Petrol,Manual,55520,5,1,815000
Maruti Suzuki,Swift,Hatchback,Base,2020,1.3,0.0,Diesel,Manual,75881,5,2,440000
Volkswagen,Virtus,Sedan,Top,2025,1.0,0.0,Petrol,Automatic,6753,5,1,1760000
Ford,Aspire,Sedan,Mid,2015,1.2,0.0,Petrol,Manual,63582,5,1,215000
Mercedes-Benz,E-Class,Sedan,Base,2025,2.0,0.0,Petrol,Automatic,7197,5,1,5810000
Skoda,Octavia,Sedan,Base,2023,2.0,0.0,Petrol,Automatic,57401,5,1,1755000
Kia,Sonet,SUV,Top,2022,1.5,0.0,Diesel,Manual,56843,5,1,985000
Mahindra,Marazzo,MPV,Mid,2023,1.5,0.0,Diesel,Manual,38014,7,2,985000
Kia,Sonet,SUV,Mid,2022,1.2,0.0,Petrol,Manual,26201,5,1,840000
Maruti Suzuki,Dzire,Sedan,Base,2021,1.2,0.0,Petrol,AMT,43049,5,1,570000
Toyota,Innova Crysta,MPV,Top,2023,2.4,0.0,Diesel,Manual,21136,7,1,2475000
Toyota,Urban Cruiser Hyryder,SUV,Mid,2023,1.5,0.0,Petrol,Manual,24324,5,1,1395000
Renault,Kwid,Hatchback,Base,2023,0.8,0.0,Petrol,Manual,23656,5,1,365000
Honda,WR-V,SUV,Mid,2018,1.5,0.0,Diesel,Manual,88416,5,3,435000
Hyundai,Creta,SUV,Base,2020,1.5,0.0,Petrol,Manual,64739,5,2,720000
Mahindra,XUV400,SUV,Base,2025,0.0,39.4,EV,Automatic,14256,5,1,1270000
Maruti Suzuki,Fronx,SUV,Base,2025,1.2,0.0,Petrol,Manual,6890,5,1,840000
Maruti Suzuki,Dzire,Sedan,Top,2022,1.2,0.0,Petrol,AMT,61141,5,1,690000
Honda,City,Sedan,Base,2021,1.5,0.0,Petrol,Manual,59261,5,1,785000
Hyundai,Venue,SUV,Mid,2020,1.2,0.0,Petrol,Manual,57340,5,1,660000
Maruti Suzuki,Ertiga,MPV,Base,2019,1.5,0.0,Petrol,Manual,62344,7,1,500000
Hyundai,Verna,Sedan,Top,2025,1.5,0.0,Petrol,IVT,23881,5,1,1500000
Hyundai,Verna,Sedan,Base,2024,1.5,0.0,Petrol,IVT,28985,5,1,985000
Hyundai,i20,Hatchback,Top,2018,1.2,0.0,Petrol,CVT,59575,5,1,590000
Hyundai,Creta,SUV,Mid,2019,1.6,0.0,Petrol,Automatic,60437,5,1,745000
Tata,Altroz,Hatchback,Mid,2020,1.2,0.0,Petrol,Manual,47096,5,2,470000
Hyundai,Santro,Hatchback,Top,2022,1.1,0.0,Petrol,AMT,46932,5,1,485000
Audi,Q5,SUV,Top,2019,2.0,0.0,Diesel,Automatic,158814,5,2,2630000
MG,Hector,SUV,Base,2022,2.0,0.0,Diesel,Manual,79266,5,1,1195000
Honda,City,Sedan,Top,2022,1.5,0.0,Petrol,CVT,27738,5,1,1205000
Hyundai,i20,Hatchback,Mid,2019,1.2,0.0,Petrol,CVT,41943,5,1,545000
Toyota,Innova Crysta,MPV,Mid,2023,2.4,0.0,Diesel,Manual,35235,7,1,2065000
Renault,Kwid,Hatchback,Base,2018,1.0,0.0,Petrol,AMT,86398,5,2,205000
Tata,Tiago,Hatchback,Mid,2020,1.2,0.0,Petrol,AMT,62867,5,2,385000
Skoda,Superb,Sedan,Top,2021,2.0,0.0,Petrol,Automatic,25042,5,1,2810000
Toyota,Innova Crysta,MPV,Top,2022,2.7,0.0,Petrol,Manual,28372,7,1,2290000
Mahindra,XUV700,SUV,Mid,2023,2.0,0.0,Petrol,Manual,25080,7,1,1505000
Maruti Suzuki,Eeco,MPV,Top,2024,1.2,0.0,Petrol,Manual,18649,5,2,540000
Tata,Nexon EV,SUV,Base,2021,0.0,30.2,EV,Automatic,31027,5,1,910000
Maruti Suzuki,Brezza,SUV,Mid,2018,1.3,0.0,Diesel,Manual,138610,5,1,515000
Tata,Altroz,Hatchback,Mid,2025,1.2,0.0,Petrol,Manual,11066,5,1,825000
Renault,Kwid,Hatchback,Base,2024,1.0,0.0,Petrol,AMT,8621,5,1,535000
Maruti Suzuki,Dzire,Sedan,Top,2020,1.2,0.0,Petrol,AMT,96796,5,1,570000
Mahindra,Scorpio N,SUV,Base,2025,2.2,0.0,Diesel,Manual,16317,7,1,1640000
Maruti Suzuki,Swift,Hatchback,Mid,2019,1.2,0.0,Petrol,AMT,72568,5,1,455000
Tata,Nexon,SUV,Mid,2023,1.5,0.0,Diesel,Manual,49126,5,1,1000000
Maruti Suzuki,Wagon R,Hatchback,Base,2025,1.2,0.0,Petrol,AMT,10013,5,1,615000
Jeep,Compass,SUV,Mid,2023,2.0,0.0,Diesel,Automatic,36425,5,1,1900000
Maruti Suzuki,Dzire,Sedan,Top,2022,1.2,0.0,Petrol,Manual,22065,5,2,720000
BMW,5 Series,Sedan,Top,2022,2.0,0.0,Diesel,Automatic,47069,5,1,5205000
Skoda,Octavia,Sedan,Base,2020,2.0,0.0,Diesel,Automatic,127666,5,2,1235000
Mahindra,Bolero,SUV,Base,2025,1.5,0.0,Diesel,Manual,19052,7,1,810000
Kia,Sonet,SUV,Mid,2023,1.5,0.0,Diesel,Manual,39135,5,2,875000
Skoda,Fabia,Hatchback,Base,2019,1.4,0.0,Diesel,Manual,92836,5,1,355000
Audi,Q3,SUV,Top,2020,2.0,0.0,Petrol,Automatic,57620,5,1,2670000
Maruti Suzuki,XL6,MPV,Top,2020,1.5,0.0,Petrol,Automatic,70333,6,1,1015000
Mahindra,Bolero,SUV,Mid,2023,1.5,0.0,Diesel,Manual,68505,7,2,795000
Maruti Suzuki,Swift,Hatchback,Base,2019,1.2,0.0,Petrol,Manual,135665,5,1,325000
Mahindra,XUV300,SUV,Top,2019,1.2,0.0,Petrol,Manual,82359,5,2,625000
Maruti Suzuki,Baleno,Hatchback,Mid,2022,1.2,0.0,Petrol,AMT,54582,5,1,680000
Mahindra,Thar,SUV,Mid,2020,2.0,0.0,Petrol,Manual,39024,4,1,1065000
Mahindra,Thar,SUV,Mid,2023,2.0,0.0,Petrol,Automatic,31458,4,1,1550000
Honda,WR-V,SUV,Mid,2023,1.5,0.0,Diesel,Manual,33208,5,1,960000
Toyota,Innova,MPV,Mid,2016,2.5,0.0,Diesel,Manual,136146,7,2,465000
Kia,Seltos,SUV,Base,2022,1.5,0.0,Petrol,Manual,39090,5,1,885000
Skoda,Rapid,Sedan,Mid,2022,1.0,0.0,Petrol,Manual,43522,5,1,600000
Honda,City,Sedan,Mid,2025,1.5,0.0,Petrol,Manual,8016,5,1,1150000
Mahindra,Scorpio,SUV,Mid,2018,2.2,0.0,Diesel,Manual,123132,7,1,650000
MG,Gloster,SUV,Mid,2023,2.0,0.0,Diesel,Automatic,33194,7,1,3430000
Maruti Suzuki,Swift,Hatchback,Mid,2025,1.2,0.0,Petrol,Manual,14603,5,1,710000
Maruti Suzuki,Swift,Hatchback,Top,2025,1.2,0.0,Petrol,Manual,13816,5,1,775000
Maruti Suzuki,Swift,Hatchback,Base,2016,1.2,0.0,Petrol,Manual,77620,5,1,250000
Tata,Tiago,Hatchback,Mid,2022,1.2,0.0,Petrol,AMT,95756,5,1,415000
Hyundai,Venue,SUV,Mid,2021,1.4,0.0,Diesel,Manual,93824,5,1,725000
Kia,Seltos,SUV,Base,2026,1.5,0.0,Diesel,Manual,3015,5,1,1440000
Tata,Tiago,Hatchback,Mid,2026,1.2,0.0,CNG,Manual,2864,5,1,635000
Hyundai,i20,Hatchback,Base,2021,1.2,0.0,Petrol,IVT,97298,5,2,500000
Ford,EcoSport,SUV,Mid,2021,1.5,0.0,Diesel,Manual,82059,5,1,665000
Kia,Seltos,SUV,Base,2021,1.5,0.0,Diesel,Manual,102669,5,1,860000
Maruti Suzuki,Grand Vitara,SUV,Top,2023,1.5,0.0,Petrol,Manual,44419,5,1,1490000
Hyundai,Verna,Sedan,Base,2024,1.5,0.0,Petrol,IVT,15788,5,1,1070000
Hyundai,Grand i10 Nios,Hatchback,Mid,2025,1.2,0.0,CNG,Manual,9314,5,1,715000
Maruti Suzuki,Baleno,Hatchback,Mid,2018,1.2,0.0,Petrol,AMT,58779,5,1,480000
Maruti Suzuki,Dzire,Sedan,Mid,2024,1.2,0.0,Petrol,Manual,32589,5,1,630000
Jeep,Compass,SUV,Top,2023,2.0,0.0,Diesel,Automatic,34328,5,1,2560000
Hyundai,Ioniq 5,SUV,Base,2023,0.0,72.6,EV,Automatic,33986,5,1,3135000
Hyundai,Creta,SUV,Base,2020,1.5,0.0,Diesel,Manual,87289,5,1,900000
Tata,Nexon,SUV,Mid,2024,1.2,0.0,Petrol,AMT,23933,5,2,1080000
Toyota,Fortuner,SUV,Base,2024,2.8,0.0,Diesel,Manual,48565,7,1,3305000
Jeep,Compass,SUV,Mid,2023,2.0,0.0,Diesel,Automatic,23932,5,3,1750000
Kia,Sonet,SUV,Mid,2022,1.5,0.0,Diesel,Manual,50894,5,1,865000
Honda,City,Sedan,Mid,2021,1.5,0.0,Petrol,CVT,52675,5,1,910000
Hyundai,Creta,SUV,Mid,2018,1.6,0.0,Petrol,Automatic,45840,5,1,755000
Mercedes-Benz,GLC,SUV,Base,2025,2.0,0.0,Petrol,Automatic,13080,5,1,5470000
Tata,Nexon,SUV,Mid,2021,1.2,0.0,Petrol,Manual,41874,5,2,785000
Audi,Q7,SUV,Mid,2016,3.0,0.0,Diesel,Automatic,73219,7,1,2660000
Maruti Suzuki,Swift,Hatchback,Mid,2025,1.2,0.0,Petrol,Manual,14072,5,1,690000
Renault,Kwid,Hatchback,Top,2019,1.0,0.0,Petrol,AMT,45926,5,1,410000
Mahindra,XUV700,SUV,Mid,2025,2.2,0.0,Diesel,Manual,15828,7,1,2140000
Maruti Suzuki,Dzire,Sedan,Top,2015,1.2,0.0,Petrol,Manual,54723,5,1,400000
Mahindra,Bolero,SUV,Mid,2022,1.5,0.0,Diesel,Manual,60333,7,1,685000
Tata,Altroz,Hatchback,Mid,2020,1.5,0.0,Diesel,Manual,80497,5,1,610000
Maruti Suzuki,Alto 800,Hatchback,Mid,2023,0.8,0.0,Petrol,Manual,14893,5,1,375000
Honda,Amaze,Sedan,Top,2023,1.2,0.0,Petrol,Manual,49897,5,1,685000
Volkswagen,Polo,Hatchback,Mid,2022,1.0,0.0,Petrol,Manual,33736,5,1,700000
Hyundai,Santro,Hatchback,Base,2020,1.1,0.0,CNG,Manual,86266,5,1,340000
Honda,Amaze,Sedan,Mid,2025,1.2,0.0,Petrol,Manual,13318,5,1,755000
Honda,Amaze,Sedan,Top,2018,1.2,0.0,Petrol,Manual,63015,5,1,440000
Hyundai,Grand i10 Nios,Hatchback,Mid,2019,1.2,0.0,Petrol,Manual,50263,5,1,430000
MG,Hector,SUV,Mid,2023,1.5,0.0,Petrol Hybrid,Manual,26730,5,2,1280000
Kia,Sonet,SUV,Top,2023,1.5,0.0,Diesel,Manual,27190,5,1,1065000
Maruti Suzuki,Swift,Hatchback,Mid,2023,1.2,0.0,CNG,Manual,54654,5,1,600000
Land Rover,Range Rover Evoque,SUV,Mid,2016,2.0,0.0,Diesel,Automatic,106902,5,1,1685000
Renault,Kiger,SUV,Top,2022,1.0,0.0,Petrol,Manual,39327,5,1,670000
Maruti Suzuki,Eeco,MPV,Mid,2021,1.2,0.0,CNG,Manual,86749,5,2,385000
Volkswagen,Taigun,SUV,Mid,2024,1.0,0.0,Petrol,Manual,14793,5,1,1300000
Maruti Suzuki,Swift,Hatchback,Top,2022,1.2,0.0,Petrol,Manual,42404,5,1,640000
BYD,Atto 3,SUV,Base,2023,0.0,60.5,EV,Automatic,20634,5,1,2025000
Tata,Tiago,Hatchback,Base,2024,1.2,0.0,Petrol,Manual,27293,5,1,460000
Tata,Tiago,Hatchback,Mid,2019,1.2,0.0,Petrol,AMT,121867,5,2,260000
Maruti Suzuki,Swift,Hatchback,Base,2018,1.2,0.0,Petrol,Manual,87775,5,3,290000
Ford,EcoSport,SUV,Base,2020,1.5,0.0,Diesel,Manual,159730,5,1,455000
Maruti Suzuki,Alto K10,Hatchback,Base,2025,1.0,0.0,Petrol,Manual,10975,5,1,380000
Maruti Suzuki,Ertiga,MPV,Mid,2022,1.5,0.0,CNG,Manual,69611,7,2,780000
Maruti Suzuki,Dzire,Sedan,Mid,2023,1.2,0.0,Petrol,Manual,35039,5,1,700000
Kia,Sonet,SUV,Base,2021,1.5,0.0,Diesel,Manual,69961,5,1,715000
Maruti Suzuki,Ciaz,Sedan,Top,2023,1.5,0.0,Petrol,Automatic,35695,5,3,1000000
Datsun,GO,Hatchback,Mid,2015,1.2,0.0,Petrol,Manual,130646,5,1,110000
Tata,Tiago,Hatchback,Mid,2021,1.2,0.0,CNG,Manual,57637,5,1,415000
Maruti Suzuki,S-Presso,Hatchback,Base,2023,1.0,0.0,Petrol,Manual,36793,5,1,325000
Maruti Suzuki,Alto 800,Hatchback,Mid,2020,0.8,0.0,Petrol,Manual,76834,5,1,235000
Maruti Suzuki,Celerio,Hatchback,Base,2024,1.0,0.0,Petrol,Manual,12566,5,1,430000
Mahindra,Scorpio,SUV,Top,2022,2.2,0.0,Diesel,Manual,80651,7,1,1195000
Skoda,Octavia,Sedan,Base,2022,2.0,0.0,Petrol,Automatic,29301,5,1,1840000
Maruti Suzuki,Ertiga,MPV,Base,2021,1.5,0.0,Petrol,Manual,30892,7,2,605000
Renault,Kwid,Hatchback,Base,2019,1.0,0.0,Petrol,Manual,78457,5,1,275000
Maruti Suzuki,Wagon R,Hatchback,Mid,2017,1.0,0.0,Petrol,Manual,67565,5,1,285000
Skoda,Octavia,Sedan,Top,2021,2.0,0.0,Petrol,Automatic,58965,5,1,2005000
MG,ZS EV,SUV,Base,2020,0.0,44.5,EV,Automatic,59790,5,1,920000
Kia,Seltos,SUV,Mid,2025,1.5,0.0,Petrol,IVT,20120,5,1,1495000
Tata,Punch,SUV,Mid,2022,1.2,0.0,Petrol,Manual,66480,5,3,465000
Volkswagen,Taigun,SUV,Top,2024,1.0,0.0,Petrol,Manual,19958,5,1,1425000
Maruti Suzuki,Celerio,Hatchback,Base,2016,1.0,0.0,Petrol,AMT,123126,5,1,205000
Maruti Suzuki,Brezza,SUV,Base,2018,1.3,0.0,Diesel,Manual,119797,5,1,505000
Maruti Suzuki,Dzire,Sedan,Mid,2017,1.2,0.0,Petrol,AMT,54480,5,1,395000
Toyota,Glanza,Hatchback,Mid,2019,1.2,0.0,Petrol,Manual,90957,5,3,340000
Tata,Harrier,SUV,Base,2022,2.0,0.0,Diesel,Automatic,32101,5,1,1530000
Mahindra,XUV700,SUV,Base,2021,2.2,0.0,Diesel,Automatic,64427,7,1,1540000
Renault,Kwid,Hatchback,Top,2020,0.8,0.0,Petrol,Manual,72539,5,2,300000
Maruti Suzuki,Baleno,Hatchback,Base,2016,1.2,0.0,Petrol,AMT,55572,5,1,345000
Tata,Nexon EV,SUV,Top,2020,0.0,30.2,EV,Automatic,46588,5,2,1190000
Maruti Suzuki,Ciaz,Sedan,Mid,2019,1.5,0.0,Diesel,Manual,125214,5,1,560000
Maruti Suzuki,Grand Vitara,SUV,Mid,2023,1.5,0.0,Petrol,Manual,24314,5,1,1305000
Tata,Nexon,SUV,Top,2018,1.5,0.0,Diesel,Manual,154858,5,3,455000
Mercedes-Benz,GLA,SUV,Mid,2017,1.6,0.0,Petrol,Automatic,47504,5,1,1730000
Mahindra,Scorpio N,SUV,Base,2023,2.0,0.0,Petrol,Manual,38274,7,1,1515000
Maruti Suzuki,Wagon R,Hatchback,Mid,2015,1.0,0.0,CNG,Manual,96432,5,1,290000
Mahindra,XUV300,SUV,Base,2020,1.2,0.0,Petrol,Manual,52990,5,1,585000
Maruti Suzuki,Celerio,Hatchback,Base,2019,1.0,0.0,Petrol,AMT,81565,5,2,240000
Nissan,Magnite,SUV,Base,2020,1.0,0.0,Petrol,AMT,59724,5,1,380000
Tata,Nexon,SUV,Mid,2018,1.2,0.0,Petrol,AMT,60800,5,2,515000
Maruti Suzuki,Baleno,Hatchback,Mid,2023,1.2,0.0,Petrol,AMT,13511,5,1,825000
Maruti Suzuki,Swift,Hatchback,Mid,2018,1.3,0.0,Diesel,Manual,82540,5,1,455000
Maruti Suzuki,Baleno,Hatchback,Top,2025,1.2,0.0,Petrol,Manual,7662,5,1,1005000
Mercedes-Benz,GLA,SUV,Top,2016,1.6,0.0,Petrol,Automatic,60672,5,2,1845000
Honda,Amaze,Sedan,Top,2025,1.2,0.0,Petrol,CVT,15584,5,2,875000
Kia,Sonet,SUV,Base,2024,1.2,0.0,Petrol,Manual,27649,5,1,795000
Mahindra,XUV700,SUV,Mid,2024,2.2,0.0,Diesel,Automatic,30406,7,1,2030000
Mahindra,Thar,SUV,Top,2023,2.2,0.0,Diesel,Manual,30000,4,1,1525000
Maruti Suzuki,Dzire,Sedan,Base,2024,1.2,0.0,Petrol,Manual,20305,5,1,625000
Audi,Q3,SUV,Mid,2020,2.0,0.0,Petrol,Automatic,41985,5,1,2445000
Hyundai,Grand i10,Hatchback,Mid,2019,1.2,0.0,Petrol,Manual,159319,5,3,220000
Mahindra,Thar,SUV,Top,2025,2.2,0.0,Diesel,Automatic,14308,4,1,2100000
Tata,Punch,SUV,Base,2023,1.2,0.0,Petrol,Manual,19789,5,1,585000
Tata,Tiago,Hatchback,Base,2019,1.2,0.0,Petrol,Manual,74666,5,1,265000
Audi,A4,Sedan,Base,2021,2.0,0.0,Petrol,Automatic,28467,5,1,2385000
Maruti Suzuki,Dzire,Sedan,Base,2024,1.2,0.0,CNG,Manual,34395,5,1,790000
Toyota,Glanza,Hatchback,Mid,2024,1.2,0.0,Petrol,Manual,22379,5,1,715000
Hyundai,Creta,SUV,Mid,2024,1.5,0.0,Petrol,IVT,15673,5,2,1195000
Honda,City,Sedan,Top,2020,1.5,0.0,Petrol,CVT,64493,5,1,945000
Maruti Suzuki,Swift,Hatchback,Base,2025,1.2,0.0,CNG,Manual,21336,5,1,620000
Maruti Suzuki,Dzire,Sedan,Top,2021,1.2,0.0,Petrol,Manual,61545,5,1,605000
Maruti Suzuki,Eeco,MPV,Mid,2016,1.2,0.0,Petrol,Manual,135011,5,1,205000
Hyundai,Grand i10 Nios,Hatchback,Base,2020,1.2,0.0,Petrol,Manual,64220,5,2,365000
Hyundai,Venue,SUV,Mid,2024,1.2,0.0,Petrol,Manual,18593,5,1,1020000
Mahindra,Scorpio N,SUV,Top,2022,2.2,0.0,Diesel,Automatic,76801,7,1,1855000
Mahindra,XUV700,SUV,Base,2023,2.0,0.0,Petrol,Automatic,58526,7,1,1610000
Hyundai,Creta,SUV,Top,2026,1.5,0.0,Diesel,Manual,3609,5,1,1535000
Hyundai,Creta,SUV,Top,2025,1.5,0.0,Diesel,Manual,18686,5,1,1635000
Maruti Suzuki,Brezza,SUV,Top,2024,1.5,0.0,Petrol,Manual,29065,5,1,1000000
Mahindra,Bolero,SUV,Mid,2022,1.5,0.0,Diesel,Manual,40284,7,1,840000
Hyundai,Aura,Sedan,Base,2020,1.2,0.0,CNG,Manual,162690,5,2,310000
Maruti Suzuki,S-Presso,Hatchback,Base,2023,1.0,0.0,Petrol,Manual,20802,5,2,340000
Hyundai,Venue,SUV,Base,2021,1.0,0.0,Petrol,iMT,65119,5,2,630000
Honda,City,Sedan,Mid,2020,1.5,0.0,Diesel,Manual,83665,5,1,880000
Maruti Suzuki,S-Cross,SUV,Mid,2020,1.5,0.0,Petrol,Manual,83385,5,1,575000
Mahindra,Thar,SUV,Mid,2023,2.2,0.0,Diesel,Automatic,34791,4,1,1555000
Mahindra,Thar,SUV,Mid,2020,2.2,0.0,Diesel,Automatic,59571,4,2,1070000
Tata,Punch,SUV,Base,2024,1.2,0.0,Petrol,AMT,14411,5,1,715000
Tata,Tiago,Hatchback,Top,2018,1.2,0.0,Petrol,Manual,48329,5,1,355000
Tata,Tiago,Hatchback,Mid,2020,1.2,0.0,Petrol,AMT,43488,5,1,440000
Hyundai,Xcent,Sedan,Base,2017,1.1,0.0,Diesel,Manual,140309,5,1,205000
Kia,Carens,MPV,Base,2022,1.5,0.0,Diesel,Automatic,75197,7,1,1110000
Toyota,Fortuner,SUV,Base,2020,2.7,0.0,Petrol,Manual,66023,7,1,2535000
Hyundai,Venue,SUV,Top,2025,1.2,0.0,Petrol,Manual,11502,5,1,1075000
Mahindra,XUV500,SUV,Mid,2018,2.2,0.0,Diesel,Manual,97924,7,1,895000
Hyundai,Verna,Sedan,Mid,2022,1.5,0.0,Diesel,Automatic,68377,5,1,1005000
Toyota,Urban Cruiser Hyryder,SUV,Mid,2023,1.5,0.0,Petrol Hybrid,e-CVT,20188,5,1,1760000
Tata,Nexon EV,SUV,Mid,2022,0.0,40.5,EV,Automatic,28936,5,1,1315000
Nissan,Magnite,SUV,Mid,2022,1.0,0.0,Petrol,Manual,37750,5,2,545000
MG,Hector,SUV,Mid,2026,1.5,0.0,Petrol,DCT,2163,5,1,2250000
Toyota,Etios,Sedan,Mid,2019,1.5,0.0,Petrol,Manual,52980,5,1,385000
Toyota,Yaris,Sedan,Base,2019,1.5,0.0,Petrol,Manual,52168,5,2,475000
Skoda,Octavia,Sedan,Mid,2017,1.8,0.0,Petrol,Automatic,104813,5,1,900000
Hyundai,Grand i10 Nios,Hatchback,Mid,2025,1.2,0.0,Petrol,Manual,15721,5,1,715000
Volkswagen,Taigun,SUV,Mid,2024,1.0,0.0,Petrol,Manual,15689,5,1,1290000
Honda,City,Sedan,Mid,2026,1.5,0.0,Petrol,CVT,1944,5,1,1315000
Maruti Suzuki,Swift,Hatchback,Top,2024,1.2,0.0,Petrol,Manual,23268,5,1,780000
Maruti Suzuki,Wagon R,Hatchback,Base,2022,1.2,0.0,Petrol,Manual,32817,5,1,480000
Volkswagen,Virtus,Sedan,Mid,2024,1.0,0.0,Petrol,Manual,17371,5,1,1255000
Maruti Suzuki,Wagon R,Hatchback,Mid,2016,1.0,0.0,Petrol,Manual,189181,5,2,170000
Maruti Suzuki,Eeco,MPV,Top,2019,1.2,0.0,Petrol,Manual,29129,5,1,430000
Hyundai,i20,Hatchback,Base,2021,1.2,0.0,Petrol,Manual,45561,5,1,560000
Maruti Suzuki,Baleno,Hatchback,Top,2023,1.2,0.0,Petrol,Manual,28508,5,2,795000
Hyundai,Grand i10 Nios,Hatchback,Base,2025,1.2,0.0,Petrol,AMT,8285,5,1,720000
Tata,Harrier,SUV,Base,2020,2.0,0.0,Diesel,Automatic,105630,5,1,1125000
Maruti Suzuki,Alto K10,Hatchback,Mid,2017,1.0,0.0,Petrol,Manual,115354,5,2,180000
Volkswagen,Vento,Sedan,Mid,2018,1.6,0.0,Petrol,Manual,37838,5,1,495000
Renault,Kwid,Hatchback,Mid,2022,1.0,0.0,Petrol,AMT,36622,5,2,450000
Hyundai,Creta,SUV,Mid,2016,1.6,0.0,Petrol,Automatic,102863,5,1,575000
Maruti Suzuki,Baleno,Hatchback,Mid,2015,1.2,0.0,Petrol,AMT,91255,5,1,370000
Mahindra,Scorpio,SUV,Mid,2019,2.2,0.0,Diesel,Manual,100217,7,1,800000
Maruti Suzuki,Swift,Hatchback,Base,2025,1.2,0.0,Petrol,Manual,8010,5,1,660000
Hyundai,Verna,Sedan,Mid,2024,1.5,0.0,Petrol,IVT,27242,5,1,1070000
BMW,5 Series,Sedan,Top,2021,2.0,0.0,Diesel,Automatic,54909,5,1,4975000
Lexus,ES,Sedan,Top,2025,2.5,0.0,Petrol Hybrid,e-CVT,7966,5,1,6835000
Kia,Seltos,SUV,Mid,2025,1.5,0.0,Diesel,Manual,8550,5,1,1445000
Hyundai,Grand i10 Nios,Hatchback,Mid,2023,1.2,0.0,Petrol,AMT,40814,5,1,640000
Tata,Altroz,Hatchback,Mid,2021,1.2,0.0,Petrol,Manual,49676,5,3,495000
Tata,Punch,SUV,Base,2025,1.2,0.0,Petrol,Manual,10902,5,1,655000
Hyundai,Creta,SUV,Mid,2021,1.5,0.0,Diesel,Automatic,124918,5,2,860000
Mahindra,Marazzo,MPV,Base,2018,1.5,0.0,Diesel,Manual,217039,7,1,345000
Maruti Suzuki,Alto 800,Hatchback,Mid,2022,0.8,0.0,Petrol,Manual,43435,5,3,280000
Maruti Suzuki,Brezza,SUV,Mid,2021,1.5,0.0,Petrol,Automatic,26873,5,1,785000
Toyota,Innova Crysta,MPV,Mid,2018,2.8,0.0,Diesel,Automatic,121923,7,1,1420000
Maruti Suzuki,Baleno,Hatchback,Base,2020,1.2,0.0,Petrol,Manual,78655,5,1,485000
Maruti Suzuki,Baleno,Hatchback,Top,2021,1.2,0.0,Petrol,Manual,56709,5,1,600000
Volkswagen,Taigun,SUV,Base,2023,1.0,0.0,Petrol,Manual,50641,5,1,1060000
Volvo,XC40,SUV,Mid,2020,2.0,0.0,Petrol,Automatic,37030,5,1,2245000
Toyota,Hilux,SUV,Top,2024,2.8,0.0,Diesel,Automatic,35657,5,1,3380000
Volkswagen,Taigun,SUV,Mid,2025,1.0,0.0,Petrol,Manual,15400,5,1,1325000
Volvo,XC40,SUV,Mid,2025,2.0,0.0,Petrol,Automatic,9019,5,1,4095000
Maruti Suzuki,Dzire,Sedan,Top,2023,1.2,0.0,Petrol,Manual,28087,5,1,715000
Honda,Amaze,Sedan,Mid,2021,1.2,0.0,Petrol,Manual,64852,5,1,465000
Hyundai,Creta,SUV,Mid,2022,1.4,0.0,Petrol,DCT,41754,5,3,1075000
Maruti Suzuki,Wagon R,Hatchback,Top,2024,1.0,0.0,Petrol,Manual,13329,5,1,675000
Tata,Safari,SUV,Mid,2026,2.0,0.0,Diesel,Manual,3338,7,1,2170000
Hyundai,Alcazar,SUV,Mid,2023,1.5,0.0,Diesel,Automatic,47970,6,2,1900000
Honda,City,Sedan,Mid,2018,1.5,0.0,Petrol,Manual,64121,5,2,620000
Maruti Suzuki,Dzire,Sedan,Base,2025,1.2,0.0,Petrol,Manual,7350,5,2,720000
